# e nB nQ T p muB muS muQ 
0.0 0.08 0.15 0.0 0.0 0.0 0.0 0.0
0.0 0.08 0.16 0.0 0.0 0.0 0.0 0.0
0.0 0.08 0.17 0.0 0.0 0.0 0.0 0.0
0.0 0.08 0.18 0.0 0.0 0.0 0.0 0.0
0.0 0.08 0.19 0.0 0.0 0.0 0.0 0.0
0.0 0.08 0.2 0.0 0.0 0.0 0.0 0.0
0.0 0.08 0.21 0.0 0.0 0.0 0.0 0.0
0.0 0.08 0.22 0.0 0.0 0.0 0.0 0.0
0.0 0.08 0.23 0.0 0.0 0.0 0.0 0.0
0.0 0.08 0.24 0.0 0.0 0.0 0.0 0.0
0.0 0.08 0.25 0.0 0.0 0.0 0.0 0.0
0.0 0.08 0.26 0.0 0.0 0.0 0.0 0.0
0.0 0.08 0.27 0.0 0.0 0.0 0.0 0.0
0.0 0.08 0.28 0.0 0.0 0.0 0.0 0.0
0.0 0.08 0.29 0.0 0.0 0.0 0.0 0.0
0.0 0.08 0.3 0.0 0.0 0.0 0.0 0.0
0.0 0.08 0.31 0.0 0.0 0.0 0.0 0.0
0.0 0.08 0.32 0.0 0.0 0.0 0.0 0.0
0.0 0.08 0.33 0.0 0.0 0.0 0.0 0.0
0.0 0.08 0.34 0.0 0.0 0.0 0.0 0.0
0.0 0.08 0.35 0.0 0.0 0.0 0.0 0.0
0.0 0.08 0.36 0.0 0.0 0.0 0.0 0.0
0.0 0.08 0.37 0.0 0.0 0.0 0.0 0.0
0.0 0.08 0.38 0.0 0.0 0.0 0.0 0.0
0.0 0.08 0.39 0.0 0.0 0.0 0.0 0.0
0.0 0.08 0.4 0.0 0.0 0.0 0.0 0.0
0.0 0.09 -0.1 0.0 0.0 0.0 0.0 0.0
0.0 0.09 -0.09 0.0 0.0 0.0 0.0 0.0
0.0 0.09 -0.08 0.0 0.0 0.0 0.0 0.0
0.0 0.09 -0.07 0.0 0.0 0.0 0.0 0.0
0.0 0.09 -0.06 0.0 0.0 0.0 0.0 0.0
0.0 0.09 -0.05 0.0 0.0 0.0 0.0 0.0
0.0 0.09 -0.04 0.0 0.0 0.0 0.0 0.0
0.0 0.09 -0.03 0.0 0.0 0.0 0.0 0.0
0.0 0.09 -0.02 0.0 0.0 0.0 0.0 0.0
0.0 0.09 -0.01 0.0 0.0 0.0 0.0 0.0
0.0 0.09 0.0 0.0 0.0 0.0 0.0 0.0
0.0 0.09 0.01 0.0 0.0 0.0 0.0 0.0
0.0 0.09 0.02 0.0 0.0 0.0 0.0 0.0
0.0 0.09 0.03 0.0 0.0 0.0 0.0 0.0
0.0 0.09 0.04 0.0 0.0 0.0 0.0 0.0
0.0 0.09 0.05 0.0 0.0 0.0 0.0 0.0
0.0 0.09 0.06 0.0 0.0 0.0 0.0 0.0
0.0 0.09 0.07 0.0 0.0 0.0 0.0 0.0
0.0 0.09 0.08 0.0 0.0 0.0 0.0 0.0
0.0 0.09 0.09 0.0 0.0 0.0 0.0 0.0
0.0 0.09 0.1 0.0 0.0 0.0 0.0 0.0
0.0 0.09 0.11 0.0 0.0 0.0 0.0 0.0
0.0 0.09 0.12 0.0 0.0 0.0 0.0 0.0
0.0 0.09 0.13 0.0 0.0 0.0 0.0 0.0
0.0 0.09 0.14 0.0 0.0 0.0 0.0 0.0
0.0 0.09 0.15 0.0 0.0 0.0 0.0 0.0
0.0 0.09 0.16 0.0 0.0 0.0 0.0 0.0
0.0 0.09 0.17 0.0 0.0 0.0 0.0 0.0
0.0 0.09 0.18 0.0 0.0 0.0 0.0 0.0
0.0 0.09 0.19 0.0 0.0 0.0 0.0 0.0
0.0 0.09 0.2 0.0 0.0 0.0 0.0 0.0
0.0 0.09 0.21 0.0 0.0 0.0 0.0 0.0
0.0 0.09 0.22 0.0 0.0 0.0 0.0 0.0
0.0 0.09 0.23 0.0 0.0 0.0 0.0 0.0
0.0 0.09 0.24 0.0 0.0 0.0 0.0 0.0
0.0 0.09 0.25 0.0 0.0 0.0 0.0 0.0
0.0 0.09 0.26 0.0 0.0 0.0 0.0 0.0
0.0 0.09 0.27 0.0 0.0 0.0 0.0 0.0
0.0 0.09 0.28 0.0 0.0 0.0 0.0 0.0
0.0 0.09 0.29 0.0 0.0 0.0 0.0 0.0
0.0 0.09 0.3 0.0 0.0 0.0 0.0 0.0
0.0 0.09 0.31 0.0 0.0 0.0 0.0 0.0
0.0 0.09 0.32 0.0 0.0 0.0 0.0 0.0
0.0 0.09 0.33 0.0 0.0 0.0 0.0 0.0
0.0 0.09 0.34 0.0 0.0 0.0 0.0 0.0
0.0 0.09 0.35 0.0 0.0 0.0 0.0 0.0
0.0 0.09 0.36 0.0 0.0 0.0 0.0 0.0
0.0 0.09 0.37 0.0 0.0 0.0 0.0 0.0
0.0 0.09 0.38 0.0 0.0 0.0 0.0 0.0
0.0 0.09 0.39 0.0 0.0 0.0 0.0 0.0
0.0 0.09 0.4 0.0 0.0 0.0 0.0 0.0
0.0 0.1 -0.1 0.0 0.0 0.0 0.0 0.0
0.0 0.1 -0.09 0.0 0.0 0.0 0.0 0.0
0.0 0.1 -0.08 0.0 0.0 0.0 0.0 0.0
0.0 0.1 -0.07 0.0 0.0 0.0 0.0 0.0
0.0 0.1 -0.06 0.0 0.0 0.0 0.0 0.0
0.0 0.1 -0.05 0.0 0.0 0.0 0.0 0.0
0.0 0.1 -0.04 0.0 0.0 0.0 0.0 0.0
0.0 0.1 -0.03 0.0 0.0 0.0 0.0 0.0
0.0 0.1 -0.02 0.0 0.0 0.0 0.0 0.0
0.0 0.1 -0.01 0.0 0.0 0.0 0.0 0.0
0.0 0.1 0.0 0.0 0.0 0.0 0.0 0.0
0.0 0.1 0.01 0.0 0.0 0.0 0.0 0.0
0.0 0.1 0.02 0.0 0.0 0.0 0.0 0.0
0.0 0.1 0.03 0.0 0.0 0.0 0.0 0.0
0.0 0.1 0.04 0.0 0.0 0.0 0.0 0.0
0.0 0.1 0.05 0.0 0.0 0.0 0.0 0.0
0.0 0.1 0.06 0.0 0.0 0.0 0.0 0.0
0.0 0.1 0.07 0.0 0.0 0.0 0.0 0.0
0.0 0.1 0.08 0.0 0.0 0.0 0.0 0.0
0.0 0.1 0.09 0.0 0.0 0.0 0.0 0.0
0.0 0.1 0.1 0.0 0.0 0.0 0.0 0.0
0.0 0.1 0.11 0.0 0.0 0.0 0.0 0.0
0.0 0.1 0.12 0.0 0.0 0.0 0.0 0.0
0.0 0.1 0.13 0.0 0.0 0.0 0.0 0.0
0.0 0.1 0.14 0.0 0.0 0.0 0.0 0.0
0.0 0.1 0.15 0.0 0.0 0.0 0.0 0.0
0.0 0.1 0.16 0.0 0.0 0.0 0.0 0.0
0.0 0.1 0.17 0.0 0.0 0.0 0.0 0.0
0.0 0.1 0.18 0.0 0.0 0.0 0.0 0.0
0.0 0.1 0.19 0.0 0.0 0.0 0.0 0.0
0.0 0.1 0.2 0.0 0.0 0.0 0.0 0.0
0.0 0.1 0.21 0.0 0.0 0.0 0.0 0.0
0.0 0.1 0.22 0.0 0.0 0.0 0.0 0.0
0.0 0.1 0.23 0.0 0.0 0.0 0.0 0.0
0.0 0.1 0.24 0.0 0.0 0.0 0.0 0.0
0.0 0.1 0.25 0.0 0.0 0.0 0.0 0.0
0.0 0.1 0.26 0.0 0.0 0.0 0.0 0.0
0.0 0.1 0.27 0.0 0.0 0.0 0.0 0.0
0.0 0.1 0.28 0.0 0.0 0.0 0.0 0.0
0.0 0.1 0.29 0.0 0.0 0.0 0.0 0.0
0.0 0.1 0.3 0.0 0.0 0.0 0.0 0.0
0.0 0.1 0.31 0.0 0.0 0.0 0.0 0.0
0.0 0.1 0.32 0.0 0.0 0.0 0.0 0.0
0.0 0.1 0.33 0.0 0.0 0.0 0.0 0.0
0.0 0.1 0.34 0.0 0.0 0.0 0.0 0.0
0.0 0.1 0.35 0.0 0.0 0.0 0.0 0.0
0.0 0.1 0.36 0.0 0.0 0.0 0.0 0.0
0.0 0.1 0.37 0.0 0.0 0.0 0.0 0.0
0.0 0.1 0.38 0.0 0.0 0.0 0.0 0.0
0.0 0.1 0.39 0.0 0.0 0.0 0.0 0.0
0.0 0.1 0.4 0.0 0.0 0.0 0.0 0.0
0.0 0.11 -0.1 0.0 0.0 0.0 0.0 0.0
0.0 0.11 -0.09 0.0 0.0 0.0 0.0 0.0
0.0 0.11 -0.08 0.0 0.0 0.0 0.0 0.0
0.0 0.11 -0.07 0.0 0.0 0.0 0.0 0.0
0.0 0.11 -0.06 0.0 0.0 0.0 0.0 0.0
0.0 0.11 -0.05 0.0 0.0 0.0 0.0 0.0
0.0 0.11 -0.04 0.0 0.0 0.0 0.0 0.0
0.0 0.11 -0.03 0.0 0.0 0.0 0.0 0.0
0.0 0.11 -0.02 0.0 0.0 0.0 0.0 0.0
0.0 0.11 -0.01 0.0 0.0 0.0 0.0 0.0
0.0 0.11 0.0 0.0 0.0 0.0 0.0 0.0
0.0 0.11 0.01 0.0 0.0 0.0 0.0 0.0
0.0 0.11 0.02 0.0 0.0 0.0 0.0 0.0
0.0 0.11 0.03 0.0 0.0 0.0 0.0 0.0
0.0 0.11 0.04 0.0 0.0 0.0 0.0 0.0
0.0 0.11 0.05 0.0 0.0 0.0 0.0 0.0
0.0 0.11 0.06 0.0 0.0 0.0 0.0 0.0
0.0 0.11 0.07 0.0 0.0 0.0 0.0 0.0
0.0 0.11 0.08 0.0 0.0 0.0 0.0 0.0
0.0 0.11 0.09 0.0 0.0 0.0 0.0 0.0
0.0 0.11 0.1 0.0 0.0 0.0 0.0 0.0
0.0 0.11 0.11 0.0 0.0 0.0 0.0 0.0
0.0 0.11 0.12 0.0 0.0 0.0 0.0 0.0
0.0 0.11 0.13 0.0 0.0 0.0 0.0 0.0
0.0 0.11 0.14 0.0 0.0 0.0 0.0 0.0
0.0 0.11 0.15 0.0 0.0 0.0 0.0 0.0
0.0 0.11 0.16 0.0 0.0 0.0 0.0 0.0
0.0 0.11 0.17 0.0 0.0 0.0 0.0 0.0
0.0 0.11 0.18 0.0 0.0 0.0 0.0 0.0
0.0 0.11 0.19 0.0 0.0 0.0 0.0 0.0
0.0 0.11 0.2 0.0 0.0 0.0 0.0 0.0
0.0 0.11 0.21 0.0 0.0 0.0 0.0 0.0
0.0 0.11 0.22 0.0 0.0 0.0 0.0 0.0
0.0 0.11 0.23 0.0 0.0 0.0 0.0 0.0
0.0 0.11 0.24 0.0 0.0 0.0 0.0 0.0
0.0 0.11 0.25 0.0 0.0 0.0 0.0 0.0
0.0 0.11 0.26 0.0 0.0 0.0 0.0 0.0
0.0 0.11 0.27 0.0 0.0 0.0 0.0 0.0
0.0 0.11 0.28 0.0 0.0 0.0 0.0 0.0
0.0 0.11 0.29 0.0 0.0 0.0 0.0 0.0
0.0 0.11 0.3 0.0 0.0 0.0 0.0 0.0
0.0 0.11 0.31 0.0 0.0 0.0 0.0 0.0
0.0 0.11 0.32 0.0 0.0 0.0 0.0 0.0
0.0 0.11 0.33 0.0 0.0 0.0 0.0 0.0
0.0 0.11 0.34 0.0 0.0 0.0 0.0 0.0
0.0 0.11 0.35 0.0 0.0 0.0 0.0 0.0
0.0 0.11 0.36 0.0 0.0 0.0 0.0 0.0
0.0 0.11 0.37 0.0 0.0 0.0 0.0 0.0
0.0 0.11 0.38 0.0 0.0 0.0 0.0 0.0
0.0 0.11 0.39 0.0 0.0 0.0 0.0 0.0
0.0 0.11 0.4 0.0 0.0 0.0 0.0 0.0
0.0 0.12 -0.1 0.0 0.0 0.0 0.0 0.0
0.0 0.12 -0.09 0.0 0.0 0.0 0.0 0.0
0.0 0.12 -0.08 0.0 0.0 0.0 0.0 0.0
0.0 0.12 -0.07 0.0 0.0 0.0 0.0 0.0
0.0 0.12 -0.06 0.0 0.0 0.0 0.0 0.0
0.0 0.12 -0.05 0.0 0.0 0.0 0.0 0.0
0.0 0.12 -0.04 0.0 0.0 0.0 0.0 0.0
0.0 0.12 -0.03 0.0 0.0 0.0 0.0 0.0
0.0 0.12 -0.02 0.0 0.0 0.0 0.0 0.0
0.0 0.12 -0.01 0.0 0.0 0.0 0.0 0.0
0.0 0.12 0.0 0.0 0.0 0.0 0.0 0.0
0.0 0.12 0.01 0.0 0.0 0.0 0.0 0.0
0.0 0.12 0.02 0.0 0.0 0.0 0.0 0.0
0.0 0.12 0.03 0.0 0.0 0.0 0.0 0.0
0.0 0.12 0.04 0.0 0.0 0.0 0.0 0.0
0.0 0.12 0.05 0.0 0.0 0.0 0.0 0.0
0.0 0.12 0.06 0.0 0.0 0.0 0.0 0.0
0.0 0.12 0.07 0.0 0.0 0.0 0.0 0.0
0.0 0.12 0.08 0.0 0.0 0.0 0.0 0.0
0.0 0.12 0.09 0.0 0.0 0.0 0.0 0.0
0.0 0.12 0.1 0.0 0.0 0.0 0.0 0.0
0.0 0.12 0.11 0.0 0.0 0.0 0.0 0.0
0.0 0.12 0.12 0.0 0.0 0.0 0.0 0.0
0.0 0.12 0.13 0.0 0.0 0.0 0.0 0.0
0.0 0.12 0.14 0.0 0.0 0.0 0.0 0.0
0.0 0.12 0.15 0.0 0.0 0.0 0.0 0.0
0.0 0.12 0.16 0.0 0.0 0.0 0.0 0.0
0.0 0.12 0.17 0.0 0.0 0.0 0.0 0.0
0.0 0.12 0.18 0.0 0.0 0.0 0.0 0.0
0.0 0.12 0.19 0.0 0.0 0.0 0.0 0.0
0.0 0.12 0.2 0.0 0.0 0.0 0.0 0.0
0.0 0.12 0.21 0.0 0.0 0.0 0.0 0.0
0.0 0.12 0.22 0.0 0.0 0.0 0.0 0.0
0.0 0.12 0.23 0.0 0.0 0.0 0.0 0.0
0.0 0.12 0.24 0.0 0.0 0.0 0.0 0.0
0.0 0.12 0.25 0.0 0.0 0.0 0.0 0.0
0.0 0.12 0.26 0.0 0.0 0.0 0.0 0.0
0.0 0.12 0.27 0.0 0.0 0.0 0.0 0.0
0.0 0.12 0.28 0.0 0.0 0.0 0.0 0.0
0.0 0.12 0.29 0.0 0.0 0.0 0.0 0.0
0.0 0.12 0.3 0.0 0.0 0.0 0.0 0.0
0.0 0.12 0.31 0.0 0.0 0.0 0.0 0.0
0.0 0.12 0.32 0.0 0.0 0.0 0.0 0.0
0.0 0.12 0.33 0.0 0.0 0.0 0.0 0.0
0.0 0.12 0.34 0.0 0.0 0.0 0.0 0.0
0.0 0.12 0.35 0.0 0.0 0.0 0.0 0.0
0.0 0.12 0.36 0.0 0.0 0.0 0.0 0.0
0.0 0.12 0.37 0.0 0.0 0.0 0.0 0.0
0.0 0.12 0.38 0.0 0.0 0.0 0.0 0.0
0.0 0.12 0.39 0.0 0.0 0.0 0.0 0.0
0.0 0.12 0.4 0.0 0.0 0.0 0.0 0.0
0.0 0.13 -0.1 0.0 0.0 0.0 0.0 0.0
0.0 0.13 -0.09 0.0 0.0 0.0 0.0 0.0
0.0 0.13 -0.08 0.0 0.0 0.0 0.0 0.0
0.0 0.13 -0.07 0.0 0.0 0.0 0.0 0.0
0.0 0.13 -0.06 0.0 0.0 0.0 0.0 0.0
0.0 0.13 -0.05 0.0 0.0 0.0 0.0 0.0
0.0 0.13 -0.04 0.0 0.0 0.0 0.0 0.0
0.0 0.13 -0.03 0.0 0.0 0.0 0.0 0.0
0.0 0.13 -0.02 0.0 0.0 0.0 0.0 0.0
0.0 0.13 -0.01 0.0 0.0 0.0 0.0 0.0
0.0 0.13 0.0 0.0 0.0 0.0 0.0 0.0
0.0 0.13 0.01 0.0 0.0 0.0 0.0 0.0
0.0 0.13 0.02 0.0 0.0 0.0 0.0 0.0
0.0 0.13 0.03 0.0 0.0 0.0 0.0 0.0
0.0 0.13 0.04 0.0 0.0 0.0 0.0 0.0
0.0 0.13 0.05 0.0 0.0 0.0 0.0 0.0
0.0 0.13 0.06 0.0 0.0 0.0 0.0 0.0
0.0 0.13 0.07 0.0 0.0 0.0 0.0 0.0
0.0 0.13 0.08 0.0 0.0 0.0 0.0 0.0
0.0 0.13 0.09 0.0 0.0 0.0 0.0 0.0
0.0 0.13 0.1 0.0 0.0 0.0 0.0 0.0
0.0 0.13 0.11 0.0 0.0 0.0 0.0 0.0
0.0 0.13 0.12 0.0 0.0 0.0 0.0 0.0
0.0 0.13 0.13 0.0 0.0 0.0 0.0 0.0
0.0 0.13 0.14 0.0 0.0 0.0 0.0 0.0
0.0 0.13 0.15 0.0 0.0 0.0 0.0 0.0
0.0 0.13 0.16 0.0 0.0 0.0 0.0 0.0
0.0 0.13 0.17 0.0 0.0 0.0 0.0 0.0
0.0 0.13 0.18 0.0 0.0 0.0 0.0 0.0
0.0 0.13 0.19 0.0 0.0 0.0 0.0 0.0
0.0 0.13 0.2 0.0 0.0 0.0 0.0 0.0
0.0 0.13 0.21 0.0 0.0 0.0 0.0 0.0
0.0 0.13 0.22 0.0 0.0 0.0 0.0 0.0
0.0 0.13 0.23 0.0 0.0 0.0 0.0 0.0
0.0 0.13 0.24 0.0 0.0 0.0 0.0 0.0
0.0 0.13 0.25 0.0 0.0 0.0 0.0 0.0
0.0 0.13 0.26 0.0 0.0 0.0 0.0 0.0
0.0 0.13 0.27 0.0 0.0 0.0 0.0 0.0
0.0 0.13 0.28 0.0 0.0 0.0 0.0 0.0
0.0 0.13 0.29 0.0 0.0 0.0 0.0 0.0
0.0 0.13 0.3 0.0 0.0 0.0 0.0 0.0
0.0 0.13 0.31 0.0 0.0 0.0 0.0 0.0
0.0 0.13 0.32 0.0 0.0 0.0 0.0 0.0
0.0 0.13 0.33 0.0 0.0 0.0 0.0 0.0
0.0 0.13 0.34 0.0 0.0 0.0 0.0 0.0
0.0 0.13 0.35 0.0 0.0 0.0 0.0 0.0
0.0 0.13 0.36 0.0 0.0 0.0 0.0 0.0
0.0 0.13 0.37 0.0 0.0 0.0 0.0 0.0
0.0 0.13 0.38 0.0 0.0 0.0 0.0 0.0
0.0 0.13 0.39 0.0 0.0 0.0 0.0 0.0
0.0 0.13 0.4 0.0 0.0 0.0 0.0 0.0
0.0 0.14 -0.1 0.0 0.0 0.0 0.0 0.0
0.0 0.14 -0.09 0.0 0.0 0.0 0.0 0.0
0.0 0.14 -0.08 0.0 0.0 0.0 0.0 0.0
0.0 0.14 -0.07 0.0 0.0 0.0 0.0 0.0
0.0 0.14 -0.06 0.0 0.0 0.0 0.0 0.0
0.0 0.14 -0.05 0.0 0.0 0.0 0.0 0.0
0.0 0.14 -0.04 0.0 0.0 0.0 0.0 0.0
0.0 0.14 -0.03 0.0 0.0 0.0 0.0 0.0
0.0 0.14 -0.02 0.0 0.0 0.0 0.0 0.0
0.0 0.14 -0.01 0.0 0.0 0.0 0.0 0.0
0.0 0.14 0.0 0.0 0.0 0.0 0.0 0.0
0.0 0.14 0.01 0.0 0.0 0.0 0.0 0.0
0.0 0.14 0.02 0.0 0.0 0.0 0.0 0.0
0.0 0.14 0.03 0.0 0.0 0.0 0.0 0.0
0.0 0.14 0.04 0.0 0.0 0.0 0.0 0.0
0.0 0.14 0.05 0.0 0.0 0.0 0.0 0.0
0.0 0.14 0.06 0.0 0.0 0.0 0.0 0.0
0.0 0.14 0.07 0.0 0.0 0.0 0.0 0.0
0.0 0.14 0.08 0.0 0.0 0.0 0.0 0.0
0.0 0.14 0.09 0.0 0.0 0.0 0.0 0.0
0.0 0.14 0.1 0.0 0.0 0.0 0.0 0.0
0.0 0.14 0.11 0.0 0.0 0.0 0.0 0.0
0.0 0.14 0.12 0.0 0.0 0.0 0.0 0.0
0.0 0.14 0.13 0.0 0.0 0.0 0.0 0.0
0.0 0.14 0.14 0.0 0.0 0.0 0.0 0.0
0.0 0.14 0.15 0.0 0.0 0.0 0.0 0.0
0.0 0.14 0.16 0.0 0.0 0.0 0.0 0.0
0.0 0.14 0.17 0.0 0.0 0.0 0.0 0.0
0.0 0.14 0.18 0.0 0.0 0.0 0.0 0.0
0.0 0.14 0.19 0.0 0.0 0.0 0.0 0.0
0.0 0.14 0.2 0.0 0.0 0.0 0.0 0.0
0.0 0.14 0.21 0.0 0.0 0.0 0.0 0.0
0.0 0.14 0.22 0.0 0.0 0.0 0.0 0.0
0.0 0.14 0.23 0.0 0.0 0.0 0.0 0.0
0.0 0.14 0.24 0.0 0.0 0.0 0.0 0.0
0.0 0.14 0.25 0.0 0.0 0.0 0.0 0.0
0.0 0.14 0.26 0.0 0.0 0.0 0.0 0.0
0.0 0.14 0.27 0.0 0.0 0.0 0.0 0.0
0.0 0.14 0.28 0.0 0.0 0.0 0.0 0.0
0.0 0.14 0.29 0.0 0.0 0.0 0.0 0.0
0.0 0.14 0.3 0.0 0.0 0.0 0.0 0.0
0.0 0.14 0.31 0.0 0.0 0.0 0.0 0.0
0.0 0.14 0.32 0.0 0.0 0.0 0.0 0.0
0.0 0.14 0.33 0.0 0.0 0.0 0.0 0.0
0.0 0.14 0.34 0.0 0.0 0.0 0.0 0.0
0.0 0.14 0.35 0.0 0.0 0.0 0.0 0.0
0.0 0.14 0.36 0.0 0.0 0.0 0.0 0.0
0.0 0.14 0.37 0.0 0.0 0.0 0.0 0.0
0.0 0.14 0.38 0.0 0.0 0.0 0.0 0.0
0.0 0.14 0.39 0.0 0.0 0.0 0.0 0.0
0.0 0.14 0.4 0.0 0.0 0.0 0.0 0.0
0.0 0.15 -0.1 0.0 0.0 0.0 0.0 0.0
0.0 0.15 -0.09 0.0 0.0 0.0 0.0 0.0
0.0 0.15 -0.08 0.0 0.0 0.0 0.0 0.0
0.0 0.15 -0.07 0.0 0.0 0.0 0.0 0.0
0.0 0.15 -0.06 0.0 0.0 0.0 0.0 0.0
0.0 0.15 -0.05 0.0 0.0 0.0 0.0 0.0
0.0 0.15 -0.04 0.0 0.0 0.0 0.0 0.0
0.0 0.15 -0.03 0.0 0.0 0.0 0.0 0.0
0.0 0.15 -0.02 0.0 0.0 0.0 0.0 0.0
0.0 0.15 -0.01 0.0 0.0 0.0 0.0 0.0
0.0 0.15 0.0 0.0 0.0 0.0 0.0 0.0
0.0 0.15 0.01 0.0 0.0 0.0 0.0 0.0
0.0 0.15 0.02 0.0 0.0 0.0 0.0 0.0
0.0 0.15 0.03 0.0 0.0 0.0 0.0 0.0
0.0 0.15 0.04 0.0 0.0 0.0 0.0 0.0
0.0 0.15 0.05 0.0 0.0 0.0 0.0 0.0
0.0 0.15 0.06 0.0 0.0 0.0 0.0 0.0
0.0 0.15 0.07 0.0 0.0 0.0 0.0 0.0
0.0 0.15 0.08 0.0 0.0 0.0 0.0 0.0
0.0 0.15 0.09 0.0 0.0 0.0 0.0 0.0
0.0 0.15 0.1 0.0 0.0 0.0 0.0 0.0
0.0 0.15 0.11 0.0 0.0 0.0 0.0 0.0
0.0 0.15 0.12 0.0 0.0 0.0 0.0 0.0
0.0 0.15 0.13 0.0 0.0 0.0 0.0 0.0
0.0 0.15 0.14 0.0 0.0 0.0 0.0 0.0
0.0 0.15 0.15 0.0 0.0 0.0 0.0 0.0
0.0 0.15 0.16 0.0 0.0 0.0 0.0 0.0
0.0 0.15 0.17 0.0 0.0 0.0 0.0 0.0
0.0 0.15 0.18 0.0 0.0 0.0 0.0 0.0
0.0 0.15 0.19 0.0 0.0 0.0 0.0 0.0
0.0 0.15 0.2 0.0 0.0 0.0 0.0 0.0
0.0 0.15 0.21 0.0 0.0 0.0 0.0 0.0
0.0 0.15 0.22 0.0 0.0 0.0 0.0 0.0
0.0 0.15 0.23 0.0 0.0 0.0 0.0 0.0
0.0 0.15 0.24 0.0 0.0 0.0 0.0 0.0
0.0 0.15 0.25 0.0 0.0 0.0 0.0 0.0
0.0 0.15 0.26 0.0 0.0 0.0 0.0 0.0
0.0 0.15 0.27 0.0 0.0 0.0 0.0 0.0
0.0 0.15 0.28 0.0 0.0 0.0 0.0 0.0
0.0 0.15 0.29 0.0 0.0 0.0 0.0 0.0
0.0 0.15 0.3 0.0 0.0 0.0 0.0 0.0
0.0 0.15 0.31 0.0 0.0 0.0 0.0 0.0
0.0 0.15 0.32 0.0 0.0 0.0 0.0 0.0
0.0 0.15 0.33 0.0 0.0 0.0 0.0 0.0
0.0 0.15 0.34 0.0 0.0 0.0 0.0 0.0
0.0 0.15 0.35 0.0 0.0 0.0 0.0 0.0
0.0 0.15 0.36 0.0 0.0 0.0 0.0 0.0
0.0 0.15 0.37 0.0 0.0 0.0 0.0 0.0
0.0 0.15 0.38 0.0 0.0 0.0 0.0 0.0
0.0 0.15 0.39 0.0 0.0 0.0 0.0 0.0
0.0 0.15 0.4 0.0 0.0 0.0 0.0 0.0
0.0 0.16 -0.1 0.0 0.0 0.0 0.0 0.0
0.0 0.16 -0.09 0.0 0.0 0.0 0.0 0.0
0.0 0.16 -0.08 0.0 0.0 0.0 0.0 0.0
0.0 0.16 -0.07 0.0 0.0 0.0 0.0 0.0
0.0 0.16 -0.06 0.0 0.0 0.0 0.0 0.0
0.0 0.16 -0.05 0.0 0.0 0.0 0.0 0.0
0.0 0.16 -0.04 0.0 0.0 0.0 0.0 0.0
0.0 0.16 -0.03 0.0 0.0 0.0 0.0 0.0
0.0 0.16 -0.02 0.0 0.0 0.0 0.0 0.0
0.0 0.16 -0.01 0.0 0.0 0.0 0.0 0.0
0.0 0.16 0.0 0.0 0.0 0.0 0.0 0.0
0.0 0.16 0.01 0.0 0.0 0.0 0.0 0.0
0.0 0.16 0.02 0.0 0.0 0.0 0.0 0.0
0.0 0.16 0.03 0.0 0.0 0.0 0.0 0.0
0.0 0.16 0.04 0.0 0.0 0.0 0.0 0.0
0.0 0.16 0.05 0.0 0.0 0.0 0.0 0.0
0.0 0.16 0.06 0.0 0.0 0.0 0.0 0.0
0.0 0.16 0.07 0.0 0.0 0.0 0.0 0.0
0.0 0.16 0.08 0.0 0.0 0.0 0.0 0.0
0.0 0.16 0.09 0.0 0.0 0.0 0.0 0.0
0.0 0.16 0.1 0.0 0.0 0.0 0.0 0.0
0.0 0.16 0.11 0.0 0.0 0.0 0.0 0.0
0.0 0.16 0.12 0.0 0.0 0.0 0.0 0.0
0.0 0.16 0.13 0.0 0.0 0.0 0.0 0.0
0.0 0.16 0.14 0.0 0.0 0.0 0.0 0.0
0.0 0.16 0.15 0.0 0.0 0.0 0.0 0.0
0.0 0.16 0.16 0.0 0.0 0.0 0.0 0.0
0.0 0.16 0.17 0.0 0.0 0.0 0.0 0.0
0.0 0.16 0.18 0.0 0.0 0.0 0.0 0.0
0.0 0.16 0.19 0.0 0.0 0.0 0.0 0.0
0.0 0.16 0.2 0.0 0.0 0.0 0.0 0.0
0.0 0.16 0.21 0.0 0.0 0.0 0.0 0.0
0.0 0.16 0.22 0.0 0.0 0.0 0.0 0.0
0.0 0.16 0.23 0.0 0.0 0.0 0.0 0.0
0.0 0.16 0.24 0.0 0.0 0.0 0.0 0.0
0.0 0.16 0.25 0.0 0.0 0.0 0.0 0.0
0.0 0.16 0.26 0.0 0.0 0.0 0.0 0.0
0.0 0.16 0.27 0.0 0.0 0.0 0.0 0.0
0.0 0.16 0.28 0.0 0.0 0.0 0.0 0.0
0.0 0.16 0.29 0.0 0.0 0.0 0.0 0.0
0.0 0.16 0.3 0.0 0.0 0.0 0.0 0.0
0.0 0.16 0.31 0.0 0.0 0.0 0.0 0.0
0.0 0.16 0.32 0.0 0.0 0.0 0.0 0.0
0.0 0.16 0.33 0.0 0.0 0.0 0.0 0.0
0.0 0.16 0.34 0.0 0.0 0.0 0.0 0.0
0.0 0.16 0.35 0.0 0.0 0.0 0.0 0.0
0.0 0.16 0.36 0.0 0.0 0.0 0.0 0.0
0.0 0.16 0.37 0.0 0.0 0.0 0.0 0.0
0.0 0.16 0.38 0.0 0.0 0.0 0.0 0.0
0.0 0.16 0.39 0.0 0.0 0.0 0.0 0.0
0.0 0.16 0.4 0.0 0.0 0.0 0.0 0.0
