# e nB nQ T p muB muS muQ 
0.9 0.02 0.09 0.177255 0.1367649 0.0037798 -0.0127983 0.0384186
0.9 0.02 0.1 0.1771903 0.1367951 0.0013627 -0.0152021 0.0432139
0.9 0.02 0.11 0.177118 0.1368288 -0.0010553 -0.0176055 0.0480066
0.9 0.02 0.12 0.1770381 0.1368661 -0.0034742 -0.0200081 0.0527965
0.9 0.02 0.13 0.1769506 0.1369071 -0.0058937 -0.0224099 0.0575834
0.9 0.02 0.14 0.1768556 0.1369517 -0.0083137 -0.0248107 0.0623668
0.9 0.02 0.15 0.176753 0.1369999 -0.010734 -0.0272104 0.0671466
0.9 0.02 0.16 0.1766428 0.1370518 -0.0131545 -0.0296088 0.0719223
0.9 0.02 0.17 0.1765251 0.1371074 -0.0155749 -0.0320057 0.0766938
0.9 0.02 0.18 0.1763999 0.1371667 -0.0179951 -0.0344009 0.0814606
0.9 0.02 0.19 0.1762671 0.1372297 -0.0204149 -0.0367944 0.0862225
0.9 0.02 0.2 0.1761268 0.1372964 -0.0228341 -0.0391859 0.090979
0.9 0.02 0.21 0.1759791 0.137367 -0.0252525 -0.0415753 0.09573
0.9 0.02 0.22 0.1758238 0.1374413 -0.0276699 -0.0439623 0.1004751
0.9 0.02 0.23 0.1756611 0.1375195 -0.030086 -0.0463468 0.1052139
0.9 0.02 0.24 0.1754909 0.1376015 -0.0325008 -0.0487287 0.109946
0.9 0.02 0.25 0.1753133 0.1376875 -0.0349139 -0.0511076 0.1146711
0.9 0.02 0.26 0.1751283 0.1377773 -0.0373251 -0.0534835 0.1193889
0.9 0.02 0.27 0.1749359 0.1378711 -0.0397343 -0.0558561 0.1240989
0.9 0.02 0.28 0.1747361 0.1379689 -0.0421411 -0.0582253 0.1288009
0.9 0.02 0.29 0.174529 0.1380708 -0.0445454 -0.0605907 0.1334943
0.9 0.02 0.3 0.1743146 0.1381767 -0.0469469 -0.0629523 0.1381788
0.9 0.02 0.31 0.1740929 0.1382867 -0.0493454 -0.0653098 0.142854
0.9 0.02 0.32 0.173864 0.1384009 -0.0517405 -0.0676629 0.1475194
0.9 0.02 0.33 0.1736278 0.1385192 -0.054132 -0.0700115 0.1521747
0.9 0.02 0.34 0.1733845 0.1386418 -0.0565197 -0.0723553 0.1568194
0.9 0.02 0.35 0.173134 0.1387686 -0.0589033 -0.0746941 0.1614531
0.9 0.02 0.36 0.1728763 0.1388998 -0.0612826 -0.0770276 0.1660752
0.9 0.02 0.37 0.1726117 0.1390353 -0.0636571 -0.0793557 0.1706854
0.9 0.02 0.38 0.1723399 0.1391753 -0.0660266 -0.0816779 0.1752832
0.9 0.02 0.39 0.1720612 0.1393197 -0.0683909 -0.0839941 0.179868
0.9 0.02 0.4 0.1717756 0.1394686 -0.0707496 -0.0863041 0.1844394
0.9 0.03 -0.1 0.1769318 0.1367986 0.0619471 0.0371564 -0.0551521
0.9 0.03 -0.09 0.1770153 0.1367596 0.0595919 0.0347759 -0.0503669
0.9 0.03 -0.08 0.1770913 0.1367241 0.057232 0.0323928 -0.0455788
0.9 0.03 -0.07 0.1771597 0.1366922 0.0548674 0.0300073 -0.040788
0.9 0.03 -0.06 0.1772205 0.1366639 0.0524982 0.0276195 -0.0359949
0.9 0.03 -0.05 0.1772737 0.1366392 0.0501247 0.0252297 -0.0311997
0.9 0.03 -0.04 0.1773193 0.136618 0.0477469 0.0228378 -0.0264028
0.9 0.03 -0.03 0.1773573 0.1366003 0.0453649 0.0204441 -0.0216043
0.9 0.03 -0.02 0.1773877 0.1365862 0.0429788 0.0180487 -0.0168046
0.9 0.03 -0.01 0.1774106 0.1365757 0.0405888 0.0156517 -0.012004
0.9 0.03 0.0 0.1774258 0.1365686 0.0381951 0.0132533 -0.0072027
0.9 0.03 0.01 0.1774334 0.1365651 0.0357977 0.0108535 -0.0024009
0.9 0.03 0.02 0.1774334 0.1365651 0.0333967 0.0084526 0.0024009
0.9 0.03 0.03 0.1774258 0.1365686 0.0309924 0.0060506 0.0072027
0.9 0.03 0.04 0.1774106 0.1365757 0.0285848 0.0036477 0.012004
0.9 0.03 0.05 0.1773877 0.1365862 0.0261742 0.0012441 0.0168046
0.9 0.03 0.06 0.1773573 0.1366003 0.0237605 -0.0011602 0.0216043
0.9 0.03 0.07 0.1773193 0.136618 0.0213441 -0.003565 0.0264028
0.9 0.03 0.08 0.1772737 0.1366392 0.018925 -0.0059701 0.0311997
0.9 0.03 0.09 0.1772205 0.1366639 0.0165033 -0.0083754 0.0359949
0.9 0.03 0.1 0.1771597 0.1366922 0.0140793 -0.0107807 0.040788
0.9 0.03 0.11 0.1770913 0.1367241 0.0116532 -0.013186 0.0455788
0.9 0.03 0.12 0.1770153 0.1367596 0.009225 -0.015591 0.0503669
0.9 0.03 0.13 0.1769318 0.1367986 0.006795 -0.0179957 0.0551521
0.9 0.03 0.14 0.1768407 0.1368413 0.0043632 -0.0203998 0.0599341
0.9 0.03 0.15 0.176742 0.1368876 0.00193 -0.0228032 0.0647126
0.9 0.03 0.16 0.1766358 0.1369376 -0.0005045 -0.0252057 0.0694872
0.9 0.03 0.17 0.176522 0.1369912 -0.0029402 -0.0276072 0.0742578
0.9 0.03 0.18 0.1764007 0.1370485 -0.0053768 -0.0300075 0.0790239
0.9 0.03 0.19 0.1762719 0.1371095 -0.0078141 -0.0324065 0.0837853
0.9 0.03 0.2 0.1761356 0.1371743 -0.010252 -0.034804 0.0885416
0.9 0.03 0.21 0.1759918 0.1372428 -0.0126902 -0.0371997 0.0932925
0.9 0.03 0.22 0.1758405 0.1373151 -0.0151285 -0.0395935 0.0980377
0.9 0.03 0.23 0.1756817 0.1373912 -0.0175667 -0.0419853 0.1027769
0.9 0.03 0.24 0.1755155 0.1374712 -0.0200046 -0.0443749 0.1075096
0.9 0.03 0.25 0.1753419 0.137555 -0.0224419 -0.046762 0.1122356
0.9 0.03 0.26 0.1751608 0.1376427 -0.0248784 -0.0491464 0.1169544
0.9 0.03 0.27 0.1749724 0.1377344 -0.0273138 -0.051528 0.1216658
0.9 0.03 0.28 0.1747766 0.13783 -0.029748 -0.0539066 0.1263693
0.9 0.03 0.29 0.1745734 0.1379296 -0.0321806 -0.0562819 0.1310645
0.9 0.03 0.3 0.1743629 0.1380333 -0.0346114 -0.0586537 0.1357511
0.9 0.03 0.31 0.1741452 0.138141 -0.0370401 -0.0610219 0.1404287
0.9 0.03 0.32 0.1739201 0.1382529 -0.0394665 -0.0633862 0.1450968
0.9 0.03 0.33 0.1736878 0.1383689 -0.0418902 -0.0657463 0.149755
0.9 0.03 0.34 0.1734484 0.1384892 -0.044311 -0.068102 0.1544029
0.9 0.03 0.35 0.1732017 0.1386137 -0.0467286 -0.0704531 0.1590401
0.9 0.03 0.36 0.172948 0.1387424 -0.0491426 -0.0727994 0.1636661
0.9 0.03 0.37 0.1726871 0.1388755 -0.0515528 -0.0751406 0.1682804
0.9 0.03 0.38 0.1724192 0.139013 -0.0539589 -0.0774763 0.1728826
0.9 0.03 0.39 0.1721443 0.1391549 -0.0563605 -0.0798065 0.1774722
0.9 0.03 0.4 0.1718625 0.1393013 -0.0587573 -0.0821308 0.1820486
0.9 0.04 -0.1 0.1767983 0.1366971 0.0745529 0.0415116 -0.0574878
0.9 0.04 -0.09 0.1768854 0.1366563 0.0722153 0.0391387 -0.0527086
0.9 0.04 -0.08 0.176965 0.1366192 0.0698718 0.0367629 -0.0479265
0.9 0.04 -0.07 0.177037 0.1365856 0.0675225 0.0343844 -0.0431416
0.9 0.04 -0.06 0.1771015 0.1365556 0.0651676 0.0320031 -0.0383542
0.9 0.04 -0.05 0.1771584 0.1365291 0.062807 0.0296194 -0.0335646
0.9 0.04 -0.04 0.1772077 0.1365062 0.060441 0.0272332 -0.0287732
0.9 0.04 -0.03 0.1772494 0.1364869 0.0580697 0.0248448 -0.0239801
0.9 0.04 -0.02 0.1772835 0.136471 0.0556931 0.0224542 -0.0191857
0.9 0.04 -0.01 0.1773101 0.1364587 0.0533114 0.0200616 -0.0143902
0.9 0.04 0.0 0.1773291 0.1364499 0.0509247 0.0176671 -0.0095939
0.9 0.04 0.01 0.1773405 0.1364447 0.0485332 0.0152709 -0.0047971
0.9 0.04 0.02 0.1773443 0.1364429 0.046137 0.0128731 0.0
0.9 0.04 0.03 0.1773405 0.1364447 0.0437361 0.0104738 0.0047971
0.9 0.04 0.04 0.1773291 0.1364499 0.0413308 0.0080732 0.0095939
0.9 0.04 0.05 0.1773101 0.1364587 0.0389212 0.0056714 0.0143902
0.9 0.04 0.06 0.1772835 0.136471 0.0365074 0.0032685 0.0191857
0.9 0.04 0.07 0.1772494 0.1364869 0.0340895 0.0008646 0.0239801
0.9 0.04 0.08 0.1772077 0.1365062 0.0316678 -0.00154 0.0287732
0.9 0.04 0.09 0.1771584 0.1365291 0.0292424 -0.0039453 0.0335646
0.9 0.04 0.1 0.1771015 0.1365556 0.0268134 -0.006351 0.0383542
0.9 0.04 0.11 0.177037 0.1365856 0.024381 -0.0087572 0.0431416
0.9 0.04 0.12 0.176965 0.1366192 0.0219453 -0.0111635 0.0479265
0.9 0.04 0.13 0.1768854 0.1366563 0.0195067 -0.0135699 0.0527086
0.9 0.04 0.14 0.1767983 0.1366971 0.0170651 -0.0159762 0.0574878
0.9 0.04 0.15 0.1767036 0.1367414 0.0146208 -0.0183823 0.0622636
0.9 0.04 0.16 0.1766014 0.1367894 0.0121741 -0.0207879 0.0670358
0.9 0.04 0.17 0.1764916 0.1368411 0.009725 -0.023193 0.0718041
0.9 0.04 0.18 0.1763744 0.1368964 0.0072738 -0.0255974 0.0765682
0.9 0.04 0.19 0.1762496 0.1369554 0.0048208 -0.0280008 0.0813278
0.9 0.04 0.2 0.1761173 0.1370181 0.002366 -0.0304032 0.0860825
0.9 0.04 0.21 0.1759775 0.1370845 -9.02e-05 -0.0328043 0.090832
0.9 0.04 0.22 0.1758303 0.1371547 -0.0025477 -0.035204 0.0955761
0.9 0.04 0.23 0.1756755 0.1372287 -0.0050062 -0.037602 0.1003143
0.9 0.04 0.24 0.1755134 0.1373066 -0.0074655 -0.0399983 0.1050464
0.9 0.04 0.25 0.1753438 0.1373882 -0.0099253 -0.0423925 0.109772
0.9 0.04 0.26 0.1751668 0.1374737 -0.0123854 -0.0447846 0.1144907
0.9 0.04 0.27 0.1749824 0.1375632 -0.0148455 -0.0471743 0.1192022
0.9 0.04 0.28 0.1747906 0.1376566 -0.0173053 -0.0495613 0.1239061
0.9 0.04 0.29 0.1745915 0.1377539 -0.0197647 -0.0519456 0.128602
0.9 0.04 0.3 0.1743851 0.1378553 -0.0222232 -0.0543268 0.1332896
0.9 0.04 0.31 0.1741713 0.1379607 -0.0246807 -0.0567048 0.1379684
0.9 0.04 0.32 0.1739503 0.1380702 -0.0271368 -0.0590793 0.1426381
0.9 0.04 0.33 0.1737221 0.1381839 -0.0295912 -0.0614501 0.1472981
0.9 0.04 0.34 0.1734866 0.1383017 -0.0320437 -0.063817 0.1519482
0.9 0.04 0.35 0.173244 0.1384237 -0.0344939 -0.0661796 0.1565879
0.9 0.04 0.36 0.1729942 0.13855 -0.0369414 -0.0685379 0.1612167
0.9 0.04 0.37 0.1727373 0.1386806 -0.039386 -0.0708914 0.1658341
0.9 0.04 0.38 0.1724734 0.1388156 -0.0418273 -0.07324 0.1704398
0.9 0.04 0.39 0.1722024 0.1389549 -0.0442649 -0.0755834 0.1750332
0.9 0.04 0.4 0.1719244 0.1390987 -0.0466986 -0.0779213 0.1796139
0.9 0.05 -0.1 0.1766377 0.1365615 0.0871398 0.0458532 -0.0598017
0.9 0.05 -0.09 0.1767284 0.1365191 0.0848214 0.0434891 -0.0550299
0.9 0.05 -0.08 0.1768115 0.1364803 0.082496 0.0411216 -0.050255
0.9 0.05 -0.07 0.1768871 0.1364451 0.0801637 0.0387509 -0.0454773
0.9 0.05 -0.06 0.1769551 0.1364134 0.0778246 0.0363772 -0.040697
0.9 0.05 -0.05 0.1770156 0.1363853 0.0754788 0.0340006 -0.0359144
0.9 0.05 -0.04 0.1770686 0.1363607 0.0731263 0.0316211 -0.0311299
0.9 0.05 -0.03 0.1771139 0.1363397 0.0707674 0.029239 -0.0263436
0.9 0.05 -0.02 0.1771518 0.1363221 0.0684021 0.0268543 -0.0215558
0.9 0.05 -0.01 0.177182 0.1363081 0.0660305 0.0244671 -0.0167669
0.9 0.05 0.0 0.1772047 0.1362976 0.0636527 0.0220777 -0.011977
0.9 0.05 0.01 0.1772199 0.1362906 0.0612689 0.0196861 -0.0071865
0.9 0.05 0.02 0.1772274 0.1362871 0.0588791 0.0172925 -0.0023955
0.9 0.05 0.03 0.1772274 0.1362871 0.0564836 0.014897 0.0023955
0.9 0.05 0.04 0.1772199 0.1362906 0.0540824 0.0124997 0.0071865
0.9 0.05 0.05 0.1772047 0.1362976 0.0516757 0.0101007 0.011977
0.9 0.05 0.06 0.177182 0.1363081 0.0492636 0.0077003 0.0167669
0.9 0.05 0.07 0.1771518 0.1363221 0.0468463 0.0052984 0.0215558
0.9 0.05 0.08 0.1771139 0.1363397 0.0444238 0.0028954 0.0263436
0.9 0.05 0.09 0.1770686 0.1363607 0.0419965 0.0004912 0.0311299
0.9 0.05 0.1 0.1770156 0.1363853 0.0395643 -0.0019139 0.0359144
0.9 0.05 0.11 0.1769551 0.1364134 0.0371276 -0.0043198 0.040697
0.9 0.05 0.12 0.1768871 0.1364451 0.0346864 -0.0067264 0.0454773
0.9 0.05 0.13 0.1768115 0.1364803 0.032241 -0.0091334 0.050255
0.9 0.05 0.14 0.1767284 0.1365191 0.0297915 -0.0115409 0.0550299
0.9 0.05 0.15 0.1766377 0.1365615 0.0273381 -0.0139485 0.0598017
0.9 0.05 0.16 0.1765395 0.1366076 0.024881 -0.0163562 0.0645701
0.9 0.05 0.17 0.1764338 0.1366572 0.0224204 -0.0187638 0.0693348
0.9 0.05 0.18 0.1763206 0.1367105 0.0199565 -0.0211711 0.0740955
0.9 0.05 0.19 0.1761999 0.1367674 0.0174895 -0.023578 0.0788519
0.9 0.05 0.2 0.1760717 0.136828 0.0150197 -0.0259843 0.0836036
0.9 0.05 0.21 0.1759361 0.1368924 0.0125473 -0.0283897 0.0883505
0.9 0.05 0.22 0.1757929 0.1369605 0.0100725 -0.0307942 0.0930921
0.9 0.05 0.23 0.1756423 0.1370323 0.0075955 -0.0331975 0.0978282
0.9 0.05 0.24 0.1754843 0.1371079 0.0051166 -0.0355995 0.1025583
0.9 0.05 0.25 0.1753189 0.1371874 0.002636 -0.038 0.1072822
0.9 0.05 0.26 0.175146 0.1372707 0.0001541 -0.0403987 0.1119996
0.9 0.05 0.27 0.1749657 0.1373579 -0.0023289 -0.0427954 0.1167099
0.9 0.05 0.28 0.1747781 0.1374489 -0.0048128 -0.0451901 0.121413
0.9 0.05 0.29 0.1745832 0.137544 -0.0072972 -0.0475823 0.1261084
0.9 0.05 0.3 0.1743809 0.137643 -0.0097819 -0.049972 0.1307958
0.9 0.05 0.31 0.1741713 0.137746 -0.0122665 -0.0523589 0.1354747
0.9 0.05 0.32 0.1739544 0.1378531 -0.0147508 -0.0547428 0.1401448
0.9 0.05 0.33 0.1737303 0.1379643 -0.0172344 -0.0571234 0.1448056
0.9 0.05 0.34 0.173499 0.1380797 -0.019717 -0.0595006 0.1494568
0.9 0.05 0.35 0.1732604 0.1381992 -0.0221983 -0.0618739 0.1540979
0.9 0.05 0.36 0.1730148 0.1383229 -0.0246779 -0.0642433 0.1587284
0.9 0.05 0.37 0.172762 0.1384509 -0.0271554 -0.0666085 0.163348
0.9 0.05 0.38 0.1725021 0.1385832 -0.0296306 -0.0689691 0.1679562
0.9 0.05 0.39 0.1722352 0.1387199 -0.032103 -0.0713249 0.1725525
0.9 0.05 0.4 0.1719612 0.138861 -0.0345722 -0.0736757 0.1771364
0.9 0.06 -0.1 0.1764501 0.1363922 0.0997079 0.0501807 -0.0620922
0.9 0.06 -0.09 0.1765442 0.1363482 0.0974103 0.0478262 -0.057329
0.9 0.06 -0.08 0.1766308 0.1363078 0.0951046 0.0454681 -0.0525626
0.9 0.06 -0.07 0.1767099 0.1362709 0.0927909 0.0431063 -0.0477934
0.9 0.06 -0.06 0.1767814 0.1362376 0.0904692 0.0407411 -0.0430215
0.9 0.06 -0.05 0.1768455 0.1362079 0.0881398 0.0383725 -0.0382472
0.9 0.06 -0.04 0.176902 0.1361816 0.0858026 0.0360008 -0.0334708
0.9 0.06 -0.03 0.176951 0.1361589 0.0834578 0.033626 -0.0286927
0.9 0.06 -0.02 0.1769924 0.1361397 0.0811054 0.0312482 -0.0239129
0.9 0.06 -0.01 0.1770264 0.136124 0.0787456 0.0288675 -0.0191319
0.9 0.06 0.0 0.1770528 0.1361118 0.0763785 0.0264842 -0.0143498
0.9 0.06 0.01 0.1770716 0.1361031 0.0740042 0.0240983 -0.009567
0.9 0.06 0.02 0.1770829 0.1360979 0.0716228 0.0217099 -0.0047836
0.9 0.06 0.03 0.1770867 0.1360961 0.0692344 0.0193192 0.0
0.9 0.06 0.04 0.1770829 0.1360979 0.0668392 0.0169263 0.0047836
0.9 0.06 0.05 0.1770716 0.1361031 0.0644372 0.0145313 0.009567
0.9 0.06 0.06 0.1770528 0.1361118 0.0620287 0.0121344 0.0143498
0.9 0.06 0.07 0.1770264 0.136124 0.0596137 0.0097356 0.0191319
0.9 0.06 0.08 0.1769924 0.1361397 0.0571925 0.0073352 0.0239129
0.9 0.06 0.09 0.176951 0.1361589 0.0547651 0.0049333 0.0286927
0.9 0.06 0.1 0.176902 0.1361816 0.0523318 0.0025299 0.0334708
0.9 0.06 0.11 0.1768455 0.1362079 0.0498926 0.0001253 0.0382472
0.9 0.06 0.12 0.1767814 0.1362376 0.0474478 -0.0022804 0.0430215
0.9 0.06 0.13 0.1767099 0.1362709 0.0449975 -0.0046871 0.0477934
0.9 0.06 0.14 0.1766308 0.1363078 0.042542 -0.0070946 0.0525626
0.9 0.06 0.15 0.1765442 0.1363482 0.0400813 -0.0095027 0.057329
0.9 0.06 0.16 0.1764501 0.1363922 0.0376158 -0.0119114 0.0620922
0.9 0.06 0.17 0.1763485 0.1364398 0.0351456 -0.0143205 0.0668518
0.9 0.06 0.18 0.1762394 0.136491 0.0326709 -0.0167297 0.0716078
0.9 0.06 0.19 0.1761228 0.1365459 0.0301919 -0.0191389 0.0763596
0.9 0.06 0.2 0.1759988 0.1366044 0.027709 -0.021548 0.0811071
0.9 0.06 0.21 0.1758673 0.1366666 0.0252222 -0.0239567 0.0858499
0.9 0.06 0.22 0.1757283 0.1367325 0.0227319 -0.026365 0.0905877
0.9 0.06 0.23 0.1755819 0.1368022 0.0202382 -0.0287726 0.0953203
0.9 0.06 0.24 0.1754281 0.1368756 0.0177416 -0.0311792 0.1000472
0.9 0.06 0.25 0.1752669 0.1369528 0.0152421 -0.0335849 0.1047682
0.9 0.06 0.26 0.1750983 0.1370338 0.0127402 -0.0359892 0.1094828
0.9 0.06 0.27 0.1749222 0.1371187 0.010236 -0.0383921 0.1141908
0.9 0.06 0.28 0.1747389 0.1372074 0.0077298 -0.0407933 0.1188919
0.9 0.06 0.29 0.1745481 0.1373001 0.0052221 -0.0431927 0.1235855
0.9 0.06 0.3 0.1743501 0.1373967 0.002713 -0.0455899 0.1282715
0.9 0.06 0.31 0.1741448 0.1374973 0.0002029 -0.0479848 0.1329493
0.9 0.06 0.32 0.1739321 0.1376019 -0.0023079 -0.0503771 0.1376186
0.9 0.06 0.33 0.1737123 0.1377105 -0.0048191 -0.0527666 0.1422791
0.9 0.06 0.34 0.1734852 0.1378233 -0.0073302 -0.0551531 0.1469302
0.9 0.06 0.35 0.1732509 0.1379402 -0.009841 -0.0575364 0.1515716
0.9 0.06 0.36 0.1730094 0.1380614 -0.0123511 -0.0599161 0.1562029
0.9 0.06 0.37 0.1727608 0.1381867 -0.0148601 -0.062292 0.1608235
0.9 0.06 0.38 0.1725051 0.1383163 -0.0173677 -0.0646638 0.1654332
0.9 0.06 0.39 0.1722424 0.1384502 -0.0198735 -0.0670313 0.1700313
0.9 0.06 0.4 0.1719727 0.1385885 -0.022377 -0.0693942 0.1746174
0.9 0.07 -0.1 0.1762354 0.1361892 0.1122574 0.0544936 -0.0643573
0.9 0.07 -0.09 0.1763329 0.1361437 0.109982 0.0521497 -0.059604
0.9 0.07 -0.08 0.1764229 0.1361017 0.1076975 0.0498017 -0.0548475
0.9 0.07 -0.07 0.1765054 0.1360632 0.1054039 0.0474498 -0.050088
0.9 0.07 -0.06 0.1765804 0.1360284 0.1031014 0.0450941 -0.0453257
0.9 0.07 -0.05 0.176648 0.135997 0.1007899 0.0427346 -0.0405611
0.9 0.07 -0.04 0.176708 0.1359692 0.0984696 0.0403715 -0.0357942
0.9 0.07 -0.03 0.1767605 0.1359448 0.0961406 0.038005 -0.0310255
0.9 0.07 -0.02 0.1768056 0.135924 0.0938029 0.0356352 -0.0262551
0.9 0.07 -0.01 0.1768431 0.1359066 0.0914566 0.033262 -0.0214834
0.9 0.07 0.0 0.1768731 0.1358928 0.0891019 0.0308858 -0.0167104
0.9 0.07 0.01 0.1768957 0.1358823 0.0867388 0.0285066 -0.0119367
0.9 0.07 0.02 0.1769107 0.1358754 0.0843675 0.0261245 -0.0071622
0.9 0.07 0.03 0.1769182 0.1358719 0.0819881 0.0237397 -0.0023875
0.9 0.07 0.04 0.1769182 0.1358719 0.0796006 0.0213522 0.0023875
0.9 0.07 0.05 0.1769107 0.1358754 0.0772053 0.0189623 0.0071622
0.9 0.07 0.06 0.1768957 0.1358823 0.0748022 0.01657 0.0119367
0.9 0.07 0.07 0.1768731 0.1358928 0.0723914 0.0141754 0.0167104
0.9 0.07 0.08 0.1768431 0.1359066 0.0699733 0.0117787 0.0214834
0.9 0.07 0.09 0.1768056 0.135924 0.0675477 0.00938 0.0262551
0.9 0.07 0.1 0.1767605 0.1359448 0.0651151 0.0069795 0.0310255
0.9 0.07 0.11 0.176708 0.1359692 0.0626754 0.0045773 0.0357942
0.9 0.07 0.12 0.176648 0.135997 0.0602288 0.0021735 0.0405611
0.9 0.07 0.13 0.1765804 0.1360284 0.0577757 -0.0002317 0.0453257
0.9 0.07 0.14 0.1765054 0.1360632 0.055316 -0.0026382 0.050088
0.9 0.07 0.15 0.1764229 0.1361017 0.0528501 -0.0050458 0.0548475
0.9 0.07 0.16 0.1763329 0.1361437 0.050378 -0.0074543 0.059604
0.9 0.07 0.17 0.1762354 0.1361892 0.0479001 -0.0098637 0.0643573
0.9 0.07 0.18 0.1761305 0.1362384 0.0454166 -0.0122738 0.0691071
0.9 0.07 0.19 0.1760181 0.1362911 0.0429276 -0.0146843 0.073853
0.9 0.07 0.2 0.1758983 0.1363475 0.0404333 -0.0170951 0.0785948
0.9 0.07 0.21 0.175771 0.1364075 0.0379342 -0.0195061 0.0833323
0.9 0.07 0.22 0.1756363 0.1364713 0.0354303 -0.0219171 0.088065
0.9 0.07 0.23 0.1754942 0.1365387 0.0329219 -0.0243279 0.0927926
0.9 0.07 0.24 0.1753446 0.1366098 0.0304093 -0.0267382 0.097515
0.9 0.07 0.25 0.1751877 0.1366847 0.0278928 -0.029148 0.1022317
0.9 0.07 0.26 0.1750234 0.1367634 0.0253727 -0.031557 0.1069424
0.9 0.07 0.27 0.1748517 0.1368459 0.0228492 -0.033965 0.1116468
0.9 0.07 0.28 0.1746726 0.1369323 0.0203226 -0.0363718 0.1163445
0.9 0.07 0.29 0.1744862 0.1370225 0.0177933 -0.0387772 0.1210351
0.9 0.07 0.3 0.1742925 0.1371166 0.0152616 -0.0411809 0.1257184
0.9 0.07 0.31 0.1740915 0.1372147 0.0127278 -0.0435828 0.130394
0.9 0.07 0.32 0.1738832 0.1373168 0.0101922 -0.0459827 0.1350613
0.9 0.07 0.33 0.1736677 0.1374229 0.0076552 -0.0483802 0.1397202
0.9 0.07 0.34 0.173445 0.137533 0.0051172 -0.0507752 0.1443701
0.9 0.07 0.35 0.173215 0.1376473 0.0025785 -0.0531673 0.1490107
0.9 0.07 0.36 0.1729779 0.1377657 3.95e-05 -0.0555564 0.1536415
0.9 0.07 0.37 0.1727336 0.1378883 -0.0024994 -0.0579422 0.1582622
0.9 0.07 0.38 0.1724823 0.1380152 -0.0050379 -0.0603244 0.1628722
0.9 0.07 0.39 0.1722238 0.1381463 -0.0075755 -0.0627028 0.1674711
0.9 0.07 0.4 0.1719584 0.1382817 -0.0101117 -0.065077 0.1720584
0.9 0.08 -0.1 0.1759939 0.1359528 0.1247885 0.0587913 -0.0665955
0.9 0.08 -0.09 0.1760946 0.1359057 0.1225368 0.0564588 -0.0618533
0.9 0.08 -0.08 0.1761879 0.1358622 0.1202749 0.054122 -0.0571078
0.9 0.08 -0.07 0.1762737 0.1358223 0.118003 0.0517808 -0.0523593
0.9 0.08 -0.06 0.1763521 0.1357859 0.115721 0.0494355 -0.047608
0.9 0.08 -0.05 0.1764231 0.135753 0.113429 0.0470861 -0.0428542
0.9 0.08 -0.04 0.1764866 0.1357236 0.1111272 0.0447327 -0.0380982
0.9 0.08 -0.03 0.1765426 0.1356976 0.1088155 0.0423755 -0.0333402
0.9 0.08 -0.02 0.1765911 0.1356752 0.1064941 0.0400145 -0.0285805
0.9 0.08 -0.01 0.1766322 0.1356562 0.1041631 0.0376499 -0.0238193
0.9 0.08 0.0 0.1766659 0.1356407 0.1018225 0.0352818 -0.0190569
0.9 0.08 0.01 0.176692 0.1356286 0.0994724 0.0329103 -0.0142935
0.9 0.08 0.02 0.1767107 0.13562 0.0971129 0.0305356 -0.0095294
0.9 0.08 0.03 0.1767219 0.1356149 0.0947441 0.0281576 -0.0047648
0.9 0.08 0.04 0.1767256 0.1356131 0.0923662 0.0257767 0.0
0.9 0.08 0.05 0.1767219 0.1356149 0.0899793 0.0233928 0.0047648
0.9 0.08 0.06 0.1767107 0.13562 0.0875834 0.0210061 0.0095294
0.9 0.08 0.07 0.176692 0.1356286 0.0851788 0.0186168 0.0142935
0.9 0.08 0.08 0.1766659 0.1356407 0.0827655 0.0162249 0.0190569
0.9 0.08 0.09 0.1766322 0.1356562 0.0803438 0.0138306 0.0238193
0.9 0.08 0.1 0.1765911 0.1356752 0.0779136 0.011434 0.0285805
0.9 0.08 0.11 0.1765426 0.1356976 0.0754753 0.0090353 0.0333402
0.9 0.08 0.12 0.1764866 0.1357236 0.073029 0.0066345 0.0380982
0.9 0.08 0.13 0.1764231 0.135753 0.0705748 0.0042319 0.0428542
0.9 0.08 0.14 0.1763521 0.1357859 0.068113 0.0018275 0.047608
0.9 0.08 0.15 0.1762737 0.1358223 0.0656437 -0.0005784 0.0523593
0.9 0.08 0.16 0.1761879 0.1358622 0.0631671 -0.0029858 0.0571078
0.9 0.08 0.17 0.1760946 0.1359057 0.0606835 -0.0053945 0.0618533
0.9 0.08 0.18 0.1759939 0.1359528 0.058193 -0.0078042 0.0665955
0.9 0.08 0.19 0.1758857 0.1360034 0.0556959 -0.010215 0.0713342
0.9 0.08 0.2 0.1757701 0.1360576 0.0531924 -0.0126265 0.0760689
0.9 0.08 0.21 0.1756471 0.1361155 0.0506828 -0.0150387 0.0807996
0.9 0.08 0.22 0.1755167 0.136177 0.0481672 -0.0174513 0.0855258
0.9 0.08 0.23 0.1753789 0.1362421 0.045646 -0.0198642 0.0902473
0.9 0.08 0.24 0.1752336 0.136311 0.0431195 -0.0222772 0.0949637
0.9 0.08 0.25 0.1750811 0.1363836 0.0405879 -0.02469 0.0996748
0.9 0.08 0.26 0.1749211 0.1364599 0.0380514 -0.0271026 0.1043802
0.9 0.08 0.27 0.1747538 0.13654 0.0355105 -0.0295147 0.1090797
0.9 0.08 0.28 0.1745791 0.1366239 0.0329654 -0.031926 0.1137727
